date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:25:51	6625/6625	---M--	200	added ('OK')	application/javascript	etag:%2219e1-605bb4a4f5400%22	http://lp.markaswalet.test/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from http://lp.markaswalet.test/parfumwalet/)
23:25:51	457/457	---M--	200	added ('OK')	application/javascript	etag:%221c9-6103d74a0ab00%22	http://lp.markaswalet.test/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-includes/js/dist/dom-ready.min5346.js	(from http://lp.markaswalet.test/parfumwalet/)
23:25:53	6581/6581	---M--	200	added ('OK')	application/javascript	etag:%2219b5-61a87e77063ae%22	http://lp.markaswalet.test/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from http://lp.markaswalet.test/parfumwalet/)
23:25:53	259688/259688	---M--	200	added ('OK')	image/png	etag:%223f668-61a88d0088d53%22	http://lp.markaswalet.test/wp-content/uploads/2024/06/perbandingan-parfum-walet-2.png	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/uploads/2024/06/perbandingan-parfum-walet-2.png	(from http://lp.markaswalet.test/parfumwalet/)
23:25:53	143326/143326	---M--	200	added ('OK')	image/png	etag:%2222fde-61a88d80db351%22	http://lp.markaswalet.test/wp-content/uploads/2024/06/testimoni-4-.png	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/uploads/2024/06/testimoni-4-.png	(from http://lp.markaswalet.test/parfumwalet/)
23:25:55	15408/15408	---M--	200	added ('OK')	application/javascript	etag:%223c30-61a886a0a3a94%22	http://lp.markaswalet.test/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.minf184.js	(from http://lp.markaswalet.test/parfumwalet/)
23:25:56	17272/17272	---M--	200	added ('OK')	application/javascript	etag:%224378-61a886a0a9519%22	http://lp.markaswalet.test/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min.js?ver=1.0	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min5152.js	(from http://lp.markaswalet.test/parfumwalet/)
23:25:56	4997/4997	---M--	200	added ('OK')	application/javascript	etag:%221385-61a87cf911649%22	http://lp.markaswalet.test/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.21.8	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/plugins/elementor/assets/js/webpack.runtime.min3cad.js	(from http://lp.markaswalet.test/parfumwalet/)
23:25:57	38590/38590	---M--	200	added ('OK')	application/javascript	etag:%2296be-6103d74a0ab00%22	http://lp.markaswalet.test/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://lp.markaswalet.test/parfumwalet/)
23:25:59	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-61a87cfa08cc1%22	http://lp.markaswalet.test/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://lp.markaswalet.test/parfumwalet/)
23:25:59	43009/43009	---M--	200	added ('OK')	application/javascript	etag:%22a801-61a886a0a9902%22	http://lp.markaswalet.test/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles.js?ver=3.0.6	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles7c45.js	(from http://lp.markaswalet.test/parfumwalet/)
23:26:00	21438/21438	---M--	200	added ('OK')	application/javascript	etag:%2253be-5f3ba2adac400%22	http://lp.markaswalet.test/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-includes/js/jquery/ui/core.min3f14.js	(from http://lp.markaswalet.test/parfumwalet/)
23:26:02	5805/5805	---M--	200	added ('OK')	application/javascript	etag:%2216ad-61a886a0b87c4%22	http://lp.markaswalet.test/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min.js?ver=1.3.977	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min48e6.js	(from http://lp.markaswalet.test/parfumwalet/)
23:26:06	39972/39972	---M--	200	added ('OK')	application/javascript	etag:%229c24-61a87cf85d380%22	http://lp.markaswalet.test/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.8	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/plugins/elementor/assets/js/frontend.min3cad.js	(from http://lp.markaswalet.test/parfumwalet/)
23:26:06	63275/63275	---M--	200	added ('OK')	application/javascript	etag:%22f72b-61a87cf85edd9%22	http://lp.markaswalet.test/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.21.8	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/plugins/elementor/assets/js/frontend-modules.min3cad.js	(from http://lp.markaswalet.test/parfumwalet/)
23:26:34	216345/216345	---M--	200	added ('OK')	application/javascript	etag:%2234d19-61a886a09d6cb%22	http://lp.markaswalet.test/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.3.977	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min48e6.js	(from http://lp.markaswalet.test/parfumwalet/)
23:28:11	962685/962685	---M--	200	added ('OK')	image/png	etag:%22eb07d-61a88bd1b3632%22	http://lp.markaswalet.test/wp-content/uploads/2024/06/aset2-2.png	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/uploads/2024/06/aset2-2.png	(from http://lp.markaswalet.test/wp-content/uploads/elementor/css/post-44.css?ver=1718035755)
23:29:05	1653799/1653799	---M--	200	added ('OK')	image/png	etag:%22193c27-61a8884e7015a%22	http://lp.markaswalet.test/wp-content/uploads/2024/06/Group-41.png	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/uploads/2024/06/Group-41.png	(from http://lp.markaswalet.test/wp-content/uploads/elementor/css/post-44.css?ver=1718035755)
23:29:18	1959397/1959397	---M--	200	added ('OK')	image/png	etag:%221de5e5-61a8882204037%22	http://lp.markaswalet.test/wp-content/uploads/2024/06/bg-kuning-square.png	D:/MARKASWALET/httrack/LP%20Parfum%20Walet/lp.markaswalet.test/wp-content/uploads/2024/06/bg-kuning-square.png	(from http://lp.markaswalet.test/wp-content/uploads/elementor/css/post-44.css?ver=1718035755)
